headbreadth,headcircumference,headlength,tragiontopofhead,neckcircumference,neckcircumferencebase
197,148,561,486,125,388
221,159,595,531,144,430
206,147,578,478,130,383
195,153,600,467,130,431
179,152,571,420,117,392
178,148,543,396,111,350
209,162,595,483,126,416
188,151,583,467,132,433
200,146,572,486,134,392
197,148,564,498,140,394
190,164,591,468,128,412
188,151,559,465,124,375
188,152,556,483,126,401
208,159,590,487,128,377
195,151,562,494,126,372
192,157,603,448,135,420
190,153,585,464,119,369
189,148,554,450,128,388
201,159,575,486,123,393
187,147,543,450,116,362
203,162,586,498,125,409
186,158,583,450,125,422
197,151,553,483,120,377
192,159,579,465,137,422
197,150,547,477,119,330
178,153,566,430,123,400
196,153,586,503,113,385
205,160,583,495,128,372
195,153,568,461,119,405
182,153,562,446,123,378
195,150,573,475,124,427
184,153,558,469,120,383
167,162,557,406,119,346
187,154,558,463,121,366
203,160,590,488,134,424
202,140,569,516,128,353
200,160,588,474,126,391
193,161,597,500,122,382
205,169,614,492,137,407
206,155,576,531,133,403
183,154,586,456,109,392
199,168,600,492,128,420
178,152,551,431,115,373
239,169,583,541,134,416
190,156,585,490,131,400
198,156,588,479,124,376
201,156,561,506,120,394
191,140,564,476,115,429
194,153,573,468,111,410
178,147,535,433,113,341
202,160,580,466,130,411
190,151,549,461,125,384
184,158,580,457,120,413
183,142,543,471,115,368
183,161,578,414,125,420
194,155,594,487,121,422
197,152,570,465,126,388
193,154,579,437,124,438
196,160,589,485,134,426
182,146,551,435,127,407
193,154,583,488,118,346
184,149,559,444,129,349
183,152,563,431,115,381
197,151,562,483,120,366
193,148,603,508,129,380
182,150,542,449,118,362
190,158,586,477,131,398
185,158,570,431,122,378
175,174,555,392,125,372
197,160,585,446,137,390
183,155,580,422,116,399
190,153,572,505,128,402
198,152,574,475,130,370
203,153,588,486,122,390
179,156,572,435,122,386
209,164,587,490,125,427
193,160,568,459,127,386
186,153,564,418,118,395
200,159,607,478,128,415
193,164,583,483,137,414
184,155,564,430,121,401
190,157,575,451,121,392
196,153,583,509,124,424
189,151,558,500,127,399
193,155,549,482,123,392
184,143,553,459,121,363
190,150,567,466,133,412
193,158,584,479,127,385
192,158,565,443,126,433
195,158,609,452,130,419
204,144,553,490,126,392
184,151,569,420,132,408
187,154,570,503,129,400
190,153,580,450,120,453
193,163,583,455,117,442
190,156,559,455,130,435
184,155,595,453,118,455
184,165,583,446,130,451
195,158,558,440,128,429
194,167,597,459,122,426
210,161,593,474,127,399
179,147,543,431,115,376
187,153,573,457,143,367
191,161,581,432,126,389
190,156,595,464,125,386
197,153,579,480,123,393
204,152,564,506,128,372
204,148,576,506,125,391
207,157,601,496,134,399
189,157,560,484,122,370
193,166,589,467,122,442
201,151,567,505,128,377
205,147,575,536,124,382
196,159,580,487,123,412
182,151,567,426,121,370
183,158,573,438,128,348
202,155,594,514,132,382
188,155,565,450,123,421
197,162,573,471,123,409
184,156,580,432,120,402
188,153,572,431,127,408
204,150,577,526,130,384
198,160,575,494,120,386
201,145,575,465,119,353
190,155,573,434,120,391
206,142,552,486,129,364
190,153,576,464,115,380
212,151,570,496,114,379
196,155,582,488,118,388
218,155,583,509,127,412
194,153,557,544,127,417
193,163,573,476,121,375
184,169,598,454,123,380
208,165,603,469,137,431
196,158,590,473,120,411
175,156,573,452,124,412
186,149,542,477,106,348
187,152,552,438,111,365
186,153,564,443,121,397
185,154,555,417,130,396
177,155,564,475,118,390
213,151,603,511,133,419
178,152,545,428,121,401
200,150,585,466,119,397
187,155,573,471,126,414
185,171,577,427,133,385
208,155,583,503,117,456
194,160,600,509,115,415
193,148,564,444,117,410
190,153,586,505,122,429
205,161,590,494,132,395
208,157,578,490,125,414
187,156,544,442,118,376
198,143,537,471,117,395
182,158,557,427,133,378
195,145,545,469,127,402
186,161,568,462,113,379
187,146,537,457,115,360
175,150,565,462,123,363
183,146,553,435,125,405
198,160,587,482,125,410
177,153,542,437,112,385
203,159,551,489,122,368
185,153,568,447,117,354
195,144,585,481,116,403
171,141,545,433,119,389
217,154,584,502,126,400
198,150,582,498,120,378
190,154,571,464,116,350
182,154,563,436,115,377
214,153,581,504,125,428
198,157,545,495,112,386
191,159,581,440,123,394
197,156,570,522,122,415
194,149,559,473,127,373
195,159,600,481,125,407
197,153,563,461,115,377
187,160,580,459,118,411
184,160,573,470,123,438
190,152,553,460,127,394
208,151,578,484,124,379
203,162,545,507,126,414
198,152,547,470,123,396
204,157,564,499,119,407
196,158,578,486,139,394
202,155,585,515,130,429
197,164,579,453,121,424
187,153,568,456,126,381
194,152,563,440,125,368
185,157,557,455,127,416
193,158,594,476,130,405
193,142,538,446,118,366
192,155,568,445,126,404
195,155,568,440,121,380
180,151,561,420,117,417
180,148,573,437,124,397
193,148,579,476,114,405
200,163,587,486,125,436
197,153,564,474,125,404
197,150,572,504,127,391
211,158,585,486,129,465
187,156,555,431,116,360
200,151,575,466,130,359
179,146,543,482,121,344
177,158,565,426,120,349
194,161,565,444,131,385
180,153,576,450,117,368
205,157,572,518,121,431
185,140,546,432,121,360
177,153,575,456,117,370
200,170,567,464,133,395
196,150,562,489,125,375
185,141,548,435,114,356
175,151,555,425,117,372
181,164,581,469,125,390
197,148,557,472,124,395
190,163,590,486,131,387
200,153,555,456,123,381
173,151,548,406,112,387
199,152,563,446,122,379
190,150,563,450,129,380
187,151,547,455,113,383
186,158,577,429,131,434
203,159,594,491,130,391
191,157,583,447,119,382
195,150,563,494,123,417
190,149,554,446,129,360
195,154,580,432,125,419
194,155,598,468,121,425
193,163,605,479,129,385
188,160,580,449,131,422
205,155,564,479,124,414
183,167,598,468,119,438
190,153,565,474,127,367
183,153,570,457,125,364
197,141,581,458,116,387
209,148,569,502,130,385
199,147,570,454,124,374
195,144,554,440,115,391
187,150,564,474,126,408
179,153,577,444,137,410
186,157,574,452,114,383
194,152,552,462,131,431
192,143,557,498,132,354
208,148,573,496,128,396
195,160,577,448,120,386
208,153,566,472,120,415
186,156,596,472,134,403
190,157,588,439,118,388
192,153,566,453,120,417
177,143,547,412,123,369
177,150,565,427,122,358
201,151,585,461,123,379
195,153,562,472,124,362
202,155,567,446,130,372
201,143,548,501,125,432
196,148,573,536,119,383
188,151,570,465,131,387
207,155,557,487,126,434
206,161,571,506,126,404
181,152,567,418,113,398
188,163,585,437,119,432
192,167,585,519,119,366
183,153,565,477,125,404
187,156,572,447,117,404
189,152,583,457,124,395
196,145,563,493,118,372
204,160,583,504,132,404
194,156,571,446,112,373
200,158,566,469,135,391
211,151,579,488,131,388
184,148,555,431,108,386
183,152,575,480,128,410
192,153,557,472,111,395
193,155,557,458,119,419
177,156,563,448,114,407
216,154,588,537,127,408
183,147,557,445,113,356
215,158,580,460,126,438
196,157,578,487,120,393
180,153,547,436,108,393
188,155,575,451,126,394
192,150,558,432,130,362
204,158,576,501,126,413
186,166,600,412,119,432
188,152,554,468,120,388
191,158,567,470,117,436
203,160,582,478,126,397
181,160,593,405,125,443
194,155,570,454,131,380
178,148,562,433,112,429
174,157,563,444,120,387
193,155,583,481,128,399
192,150,560,474,129,385
197,150,563,448,118,435
180,146,553,451,117,373
191,159,571,487,116,375
212,155,586,497,113,399
193,150,566,458,120,381
209,153,600,516,132,448
203,150,570,479,119,428
188,153,564,452,120,384
200,152,575,496,121,416
191,154,565,454,120,404
194,155,565,484,125,368
198,158,568,478,121,389
192,155,562,505,119,423
176,152,568,447,115,398
199,163,593,469,126,378
203,160,600,497,129,417
181,145,559,457,119,365
198,160,580,480,134,419
191,149,555,456,126,364
196,160,581,424,124,384
204,160,595,499,129,400
200,155,574,477,119,411
193,160,610,479,123,467
202,146,566,505,121,372
202,151,567,505,136,387
183,148,548,432,126,404
198,159,587,458,131,395
193,147,557,455,115,375
188,148,568,463,125,379
212,156,587,485,126,378
188,155,574,470,118,425
171,157,562,437,122,373
235,155,607,535,124,406
198,151,557,477,122,386
203,157,567,463,117,418
187,145,532,468,115,334
201,145,570,466,115,390
184,153,565,468,125,389
198,158,598,472,113,424
184,161,580,442,110,467
199,159,591,482,125,384
195,148,572,484,119,381
201,147,561,505,129,379
195,158,581,472,128,390
193,158,573,457,129,414
204,150,584,471,131,404
199,148,572,467,119,416
195,160,595,469,130,394
190,153,557,471,123,366
211,152,573,535,122,385
198,167,576,438,128,420
200,168,608,478,124,445
200,163,565,515,126,382
189,164,594,460,137,426
211,157,570,495,130,394
178,149,550,461,120,378
208,156,585,482,126,483
194,146,566,478,117,367
194,156,571,484,127,413
194,150,564,449,118,420
188,146,561,471,111,360
199,159,568,462,121,403
178,160,558,410,120,372
182,149,557,415,120,425
200,155,583,480,125,430
209,153,550,485,114,375
191,153,568,455,123,410
192,158,558,459,118,423
214,151,584,494,125,418
205,150,569,509,117,346
189,155,573,450,124,387
192,149,565,417,114,402
186,168,560,391,115,383
192,150,577,494,114,400
224,153,563,546,134,393
215,157,577,483,125,447
203,152,560,473,128,443
198,158,576,441,124,360
190,148,560,466,123,388
198,153,576,448,120,427
202,163,566,465,119,384
208,152,575,453,117,375
189,155,570,480,118,407
223,150,583,528,137,411
215,147,559,502,131,412
195,156,575,503,130,368
188,153,565,426,121,413
198,150,558,526,125,373
206,160,595,485,126,477
192,147,546,450,126,372
197,153,580,474,140,397
187,163,593,460,123,400
203,158,581,455,120,366
198,163,595,479,129,400
200,155,576,499,127,440
208,160,579,476,139,392
185,157,570,417,122,375
190,161,570,456,128,414
202,158,581,441,123,403
191,155,556,460,122,365
202,155,587,486,129,432
199,140,540,516,115,381
183,159,573,467,120,365
200,161,581,505,125,392
187,159,593,436,125,404
210,153,578,476,132,394
188,158,574,469,127,418
192,162,588,437,132,428
198,147,554,499,131,434
181,150,557,455,124,377
186,152,575,413,125,361
204,158,583,478,130,412
184,148,543,446,116,368
191,150,598,520,128,405
202,153,575,476,136,401
193,152,581,489,117,374
212,156,586,477,132,448
176,165,598,440,120,418
219,151,558,565,127,409
215,167,599,510,112,412
176,138,558,412,113,352
203,153,588,466,124,410
188,143,561,507,124,351
187,154,574,461,119,408
203,155,581,448,124,392
185,155,585,434,125,418
197,152,592,465,132,393
187,158,581,440,113,394
210,166,578,516,114,382
187,153,568,464,110,401
193,153,546,446,122,360
195,153,556,477,121,386
203,168,600,464,124,390
193,162,573,481,124,403
190,160,590,461,122,376
185,145,553,451,112,383
179,152,563,436,121,378
194,153,587,433,121,408
169,153,550,418,119,344
192,149,560,462,123,377
197,173,622,489,117,407
203,144,553,485,117,360
182,154,560,449,127,433
188,154,570,466,125,377
191,153,566,465,123,375
195,153,567,482,117,371
202,151,556,469,125,388
192,155,580,437,125,398
193,156,573,444,124,387
205,159,600,475,123,406
186,160,593,436,119,377
200,152,568,488,117,373
207,144,544,486,124,393
201,150,573,477,118,390
174,151,555,410,114,380
188,156,580,442,130,394
187,160,572,439,131,412
192,149,572,450,132,392
191,157,574,446,135,415
178,161,564,403,122,390
192,157,578,460,121,388
190,160,585,444,127,422
190,155,587,450,119,428
199,152,572,522,133,371
185,151,573,469,122,375
199,157,577,502,131,397
206,155,583,516,136,408
205,158,583,494,128,390
198,160,607,480,129,398
225,154,570,514,127,404
183,162,576,446,121,438
191,157,575,441,118,459
189,156,583,458,110,383
195,161,601,464,124,466
179,154,585,451,126,439
178,149,564,452,119,397
190,154,565,434,119,370
190,150,566,456,110,388
188,153,585,477,121,413
202,153,562,481,128,406
186,147,554,445,121,402
188,142,554,476,123,360
183,153,581,449,111,400
200,153,566,494,125,411
190,153,551,423,129,433
195,153,572,450,129,431
205,155,557,473,120,374
204,149,567,485,122,370
210,158,575,484,128,402
203,148,556,459,127,396
205,150,580,472,125,393
190,155,574,447,128,427
195,158,583,463,129,410
209,149,562,502,130,428
184,146,561,447,120,364
178,161,569,434,124,415
205,156,578,488,116,405
196,152,566,464,117,435
194,158,598,460,126,407
183,155,568,442,124,378
182,161,560,426,119,389
182,152,586,446,127,404
210,159,595,459,121,435
204,157,580,494,118,428
185,153,551,433,120,393
193,155,563,441,122,423
187,151,565,464,127,397
188,158,570,455,120,404
199,158,605,489,135,424
207,175,615,484,133,462
172,160,570,432,130,403
205,157,582,508,140,438
213,160,572,536,130,407
205,156,569,481,124,430
222,168,595,517,126,435
193,152,570,473,130,411
173,150,569,414,118,383
184,156,570,457,107,396
206,159,590,468,131,412
197,153,567,488,122,403
179,154,557,439,121,370
192,151,557,468,137,438
199,155,575,486,125,402
196,160,580,475,127,436
203,165,585,500,133,418
194,152,567,464,122,375
183,150,570,461,116,366
179,149,547,431,120,384
182,148,543,462,111,397
200,151,565,477,131,400
192,166,585,464,126,514
206,152,592,504,133,421
185,146,556,459,118,395
193,157,568,452,119,373
188,146,552,441,124,380
205,155,581,463,119,407
200,155,552,481,121,390
195,154,567,486,112,390
195,158,561,466,130,381
203,151,542,465,120,362
200,165,600,464,130,437
195,156,575,449,126,405
189,143,534,456,120,378
198,159,600,482,129,425
192,147,553,483,122,390
198,157,580,486,129,417
200,155,574,478,125,386
190,164,615,477,123,404
188,142,538,460,120,375
174,140,540,466,130,385
193,162,580,461,123,379
193,158,584,460,117,442
192,150,562,459,120,401
188,151,567,425,131,430
193,154,575,473,124,399
198,164,582,485,136,442
191,168,572,444,120,404
193,141,555,470,114,384
197,148,568,448,125,420
198,146,568,428,122,363
184,156,573,452,118,376
185,150,567,441,119,353
187,144,530,426,123,390
192,153,567,440,131,380
199,159,576,468,129,436
190,144,560,422,116,398
225,165,608,532,123,468
193,160,587,426,129,414
197,154,572,489,122,400
194,158,567,427,122,415
198,149,555,515,121,358
224,160,603,498,145,403
212,155,588,491,132,371
193,151,588,466,141,385
198,153,600,466,120,419
202,146,563,490,137,400
208,155,581,469,126,385
194,152,566,456,118,385
210,156,577,467,126,399
196,158,578,469,131,396
204,157,575,500,133,413
180,145,548,412,120,348
195,158,559,468,110,410
203,159,576,490,121,405
193,155,574,450,123,375
210,148,550,517,121,391
197,152,579,460,121,376
220,156,585,501,132,453
173,153,558,428,123,374
184,160,586,437,133,421
185,162,581,463,116,411
192,157,577,456,120,376
202,154,581,515,129,392
202,160,591,481,115,384
212,154,567,486,120,386
188,155,572,433,125,403
188,153,555,466,110,422
173,153,550,454,122,395
189,148,582,467,114,390
193,141,534,472,122,380
213,155,574,480,119,379
217,155,575,525,123,387
194,159,574,454,114,427
200,163,570,464,129,424
178,151,548,394,105,365
193,156,582,451,130,433
195,154,560,459,113,385
181,143,560,437,119,396
189,159,570,463,118,429
212,166,625,485,126,477
215,153,580,499,131,428
188,153,569,467,121,394
206,153,543,473,125,403
207,158,585,495,132,442
225,150,565,488,128,431
196,142,553,458,121,424
205,150,560,488,116,400
203,149,556,510,122,391
190,157,581,444,117,406
183,160,569,443,119,428
196,162,591,472,107,400
183,154,578,448,125,407
207,148,560,476,116,390
192,166,588,460,125,390
192,146,571,501,122,396
189,148,535,450,112,370
215,154,610,502,148,404
197,153,583,478,123,409
205,154,585,496,124,423
202,151,555,495,123,370
194,150,560,488,132,394
197,160,580,454,121,366
189,153,575,449,127,401
184,156,582,480,118,422
208,152,588,529,133,388
178,141,559,436,111,385
186,150,575,446,116,433
193,146,547,472,124,385
192,143,557,452,115,423
184,154,574,462,116,426
179,153,574,427,117,408
209,150,565,492,116,370
203,146,565,477,125,408
210,162,612,490,120,440
196,150,536,467,112,392
188,159,590,442,115,425
198,158,585,462,125,391
191,159,580,428,112,424
225,150,592,547,134,470
203,152,575,473,123,437
203,162,595,495,114,394
209,150,568,510,120,352
218,161,575,527,121,397
203,157,585,469,124,473
200,166,585,487,120,438
222,160,573,502,124,406
175,153,560,426,115,411
210,158,571,458,129,442
197,162,592,480,114,423
199,154,557,451,114,414
188,160,565,428,127,366
193,154,587,459,123,393
193,154,592,514,117,439
205,152,569,481,121,421
200,155,577,502,115,441
204,152,600,488,123,399
190,156,568,474,127,398
184,151,567,463,127,379
190,150,560,472,121,414
187,154,563,458,122,377
193,153,573,469,124,395
183,158,550,444,118,370
189,151,568,421,125,373
196,149,550,452,116,387
184,151,567,447,129,408
188,163,580,418,125,408
180,152,563,419,109,384
179,165,570,410,112,376
195,159,592,454,132,452
188,149,545,485,126,357
199,154,576,468,122,367
201,155,583,495,120,403
189,150,557,498,116,357
185,156,573,461,117,387
192,155,600,451,135,435
173,152,572,446,120,378
192,150,558,480,137,415
196,151,565,490,122,398
194,161,602,462,125,386
209,161,590,504,118,481
196,149,572,469,119,414
200,155,589,487,122,430
177,158,573,432,117,427
187,157,560,456,111,377
193,165,585,475,117,383
188,140,548,463,126,364
193,158,565,447,121,435
199,151,576,470,126,397
183,160,581,405,123,393
188,149,570,469,115,366
192,155,550,449,125,392
176,158,546,456,124,402
188,148,545,441,118,427
185,157,580,482,134,372
185,146,555,458,123,399
196,159,578,469,128,419
210,144,557,518,125,382
196,157,595,480,121,367
183,153,563,432,115,412
182,149,555,426,126,386
207,156,577,491,127,404
164,151,567,407,112,409
183,153,564,441,128,375
186,155,560,437,117,412
218,160,550,495,133,386
177,148,555,445,117,362
190,148,562,499,127,398
188,150,552,456,105,358
192,150,558,447,103,373
189,147,561,457,118,346
192,159,565,471,132,383
204,150,585,509,139,405
187,152,553,472,118,378
190,158,570,486,124,397
198,152,573,479,120,384
188,153,570,446,120,400
193,150,563,469,123,346
193,143,549,444,108,389
191,160,578,465,122,425
181,160,590,446,128,410
193,155,560,464,126,372
205,144,548,495,126,342
197,153,569,462,125,446
200,159,596,469,131,440
185,152,574,471,127,368
193,153,572,466,127,390
189,148,560,457,114,372
186,163,588,466,131,405
205,154,567,483,119,397
196,155,587,466,121,406
190,156,562,492,114,392
204,159,580,482,129,434
186,158,573,427,123,414
183,157,593,428,128,431
183,157,569,467,129,403
194,171,633,457,120,408
183,153,578,477,113,412
193,155,573,491,110,397
195,150,565,472,106,362
213,156,571,486,123,390
173,150,557,404,112,410
185,145,575,423,132,400
182,157,559,419,117,376
187,158,609,460,126,399
181,154,585,432,120,404
210,156,594,516,133,396
198,148,564,482,131,381
187,151,565,473,128,366
203,151,565,506,127,378
191,153,567,470,121,391
199,153,585,465,135,407
196,155,580,483,126,416
201,155,579,463,130,411
193,155,580,476,121,386
195,148,567,492,124,424
176,153,558,457,132,364
178,149,558,432,129,388
185,162,584,466,129,420
180,152,563,408,114,384
183,150,558,479,112,392
184,153,555,447,124,401
189,158,551,444,111,373
191,170,595,471,123,413
188,150,553,482,124,366
183,151,554,472,116,390
179,162,580,445,128,408
189,148,557,465,120,398
200,154,578,440,129,393
202,155,578,477,125,400
179,150,565,440,123,382
192,151,563,429,112,390
188,160,584,474,126,430
199,158,597,454,127,388
203,155,577,527,124,382
198,154,581,462,125,394
194,160,580,456,126,394
191,160,562,474,119,377
191,150,563,489,126,450
193,167,584,441,131,417
189,163,596,457,122,407
191,160,557,452,123,420
185,150,562,475,134,376
191,157,578,450,124,453
183,155,563,470,119,449
198,150,580,476,122,416
194,148,565,492,134,400
186,156,585,445,122,424
174,158,563,417,121,379
198,152,573,479,122,456
184,146,547,420,115,367
206,146,558,466,119,401
188,148,581,492,131,410
189,154,577,428,126,417
195,153,593,462,131,415
195,153,558,492,128,390
186,161,589,432,126,414
200,158,576,490,122,410
197,150,580,468,113,383
189,147,561,475,125,406
194,153,565,483,134,421
174,163,575,422,113,406
194,151,556,420,119,370
197,158,578,462,114,402
195,159,576,455,133,444
188,160,599,459,124,405
193,151,557,465,105,382
181,147,573,479,116,378
188,153,569,483,127,407
190,156,561,449,119,374
179,155,569,459,126,388
183,159,576,436,120,413
197,137,532,471,121,348
190,160,572,425,126,423
182,153,570,468,127,411
196,166,575,441,112,486
198,150,572,466,116,390
194,157,566,481,122,395
178,153,561,459,117,412
189,150,570,455,125,380
201,163,612,501,123,385
183,150,573,406,115,395
195,153,566,470,127,371
198,146,575,531,123,393
195,156,584,480,129,401
197,162,603,472,131,440
197,151,560,478,116,379
203,163,620,480,127,408
180,152,560,445,119,380
193,161,595,449,125,411
202,156,589,458,125,410
182,153,569,425,114,383
185,153,558,452,128,395
204,152,564,499,127,384
184,158,582,428,113,402
194,165,585,450,115,406
201,148,559,500,125,400
208,148,575,482,115,395
200,160,557,442,124,397
207,150,578,513,131,416
192,150,564,492,111,351
205,157,575,489,130,402
176,155,565,415,129,376
189,159,595,444,131,394
204,147,556,491,125,376
191,151,557,445,116,427
196,153,578,486,110,405
211,155,572,488,117,415
199,149,593,471,128,385
183,153,565,441,119,386
190,153,553,450,109,362
190,153,560,487,126,363
188,155,580,441,128,416
184,147,550,446,122,357
196,155,579,493,117,394
178,150,573,433,107,345
203,160,571,486,115,393
201,148,545,456,120,386
186,153,562,470,120,352
203,155,594,499,116,394
181,155,569,439,121,386
176,152,540,455,125,373
184,158,583,455,128,421
200,154,568,472,116,406
197,155,575,464,130,382
187,152,590,427,132,367
193,152,545,464,131,378
191,160,579,480,121,384
203,154,592,504,130,421
203,151,558,474,112,355
176,152,554,460,109,375
192,155,560,442,119,404
195,157,568,440,131,390
180,160,587,430,126,419
201,153,597,483,125,391
185,156,561,446,111,381
207,151,577,467,126,411
188,156,567,470,116,374
189,152,581,475,120,365
191,150,558,480,123,383
194,150,543,461,119,392
193,151,573,465,126,394
202,158,580,482,134,405
203,154,579,454,124,475
191,147,552,455,124,361
181,152,562,457,117,386
191,160,595,454,117,420
203,161,580,479,130,453
201,149,577,452,117,438
203,144,569,505,117,377
192,159,573,444,125,382
183,156,563,448,117,380
187,161,563,468,117,407
189,153,583,453,115,410
196,143,556,485,119,400
193,150,597,502,118,390
192,156,590,467,134,396
181,157,564,426,114,418
194,159,580,468,123,394
203,142,562,476,116,414
191,146,559,481,135,400
195,157,561,441,118,383
199,163,588,473,135,415
173,157,592,434,138,433
193,154,578,470,123,408
182,160,577,466,136,386
206,152,581,508,135,378
178,148,568,428,115,353
186,149,554,446,121,395
197,155,591,531,135,407
192,156,568,460,112,364
193,151,571,465,125,443
192,151,595,484,127,404
194,153,580,442,131,430
207,154,570,491,111,386
196,166,598,475,130,416
191,152,583,442,119,382
184,152,554,440,119,393
181,157,579,454,121,394
198,159,586,487,128,377
208,146,555,485,129,368
217,153,590,503,124,403
191,157,573,472,119,380
196,159,557,458,125,399
190,156,551,464,124,378
194,155,563,472,129,380
198,152,573,453,115,403
197,154,571,492,115,393
199,159,573,505,125,383
202,151,578,485,121,415
197,152,575,481,120,390
198,157,582,521,125,390
183,148,557,441,119,393
185,165,605,482,136,393
185,153,572,432,125,400
203,152,583,476,137,431
188,145,543,443,114,383
186,158,555,464,115,398
194,149,571,489,115,360
190,149,579,481,123,393
203,155,570,497,123,395
182,148,576,439,121,382
181,153,591,404,113,396
204,158,564,459,123,410
213,151,576,518,129,399
199,150,579,492,126,383
176,145,558,448,131,377
196,158,577,502,121,409
199,152,583,487,124,387
203,156,587,492,123,432
190,151,577,484,125,399
180,157,579,443,122,393
210,152,588,519,135,470
203,154,588,521,123,389
188,145,565,462,131,367
191,150,585,446,129,371
188,156,565,463,113,373
189,160,577,432,120,390
203,158,588,498,125,360
189,146,558,468,108,366
188,163,588,465,118,401
197,159,547,442,119,371
185,161,575,455,127,380
202,143,551,462,135,400
212,156,583,480,135,451
195,154,580,466,125,414
176,157,569,444,114,382
206,154,581,490,132,400
197,160,589,474,121,408
192,161,569,451,120,379
191,149,540,428,113,384
194,163,598,458,121,406
191,160,575,464,123,390
185,150,551,420,122,380
179,160,566,445,123,424
197,158,577,436,116,390
178,153,563,441,118,387
223,166,596,494,122,413
205,151,580,473,118,406
184,141,541,456,115,351
194,163,574,455,127,431
191,148,555,465,125,387
178,151,550,435,108,382
181,152,577,454,132,410
175,153,580,416,114,381
174,148,555,478,113,401
168,148,553,418,114,400
198,150,573,471,133,362
193,150,571,470,118,377
186,148,526,450,116,389
202,146,548,489,124,387
205,156,580,464,135,420
198,158,553,487,113,397
194,157,590,430,125,435
183,147,562,443,111,385
189,150,576,444,125,362
195,153,570,448,129,392
193,150,570,444,112,385
200,154,579,472,132,420
214,151,562,506,133,398
191,145,560,481,119,363
198,162,556,460,114,386
193,155,568,428,124,387
185,151,563,428,119,386
183,153,572,465,125,398
191,147,552,472,129,343
191,150,553,452,125,384
188,154,552,476,117,371
164,149,536,378,112,380
186,151,565,445,127,371
188,146,560,437,129,376
200,150,564,491,117,387
193,149,565,471,120,391
197,151,562,480,113,394
182,151,554,447,123,378
191,149,558,472,117,392
183,148,555,439,118,416
192,150,560,453,123,387
205,153,615,509,136,439
